worker_id,worker_name,worker_type,sigungu_code,sigungu_name,emd_code,emd_name,grid_id,visit_order,priority_grade,risk_grade,estimated_minutes,worker_total_assigned_minutes,worker_capacity_minutes,assignment_status
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,448968,1,최우선 예찰,매우 높음,110.0,110.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030320,주교면,412311,1,최우선 예찰,매우 높음,80.0,80.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,447748,2,최우선 예찰,매우 높음,80.0,160.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,442865,2,최우선 예찰,매우 높음,80.0,190.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,444084,3,최우선 예찰,매우 높음,75.0,235.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030320,주교면,412309,3,최우선 예찰,매우 높음,80.0,270.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,448969,4,최우선 예찰,매우 높음,80.0,315.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030320,주교면,412308,4,최우선 예찰,매우 높음,80.0,350.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030330,오천면,411085,5,최우선 예찰,매우 높음,80.0,395.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030320,주교면,412310,5,최우선 예찰,높음,80.0,430.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,447746,6,최우선 예찰,높음,80.0,475.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,446526,6,최우선 예찰,높음,80.0,510.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,451416,7,우선 예찰,매우 높음,65.0,540.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,452639,7,우선 예찰,매우 높음,65.0,575.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,450195,8,우선 예찰,매우 높음,80.0,620.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,442864,8,우선 예찰,매우 높음,95.0,670.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,450196,9,우선 예찰,매우 높음,65.0,685.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,447753,9,우선 예찰,매우 높음,95.0,765.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030320,주교면,424533,10,우선 예찰,매우 높음,45.0,730.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030320,주교면,411087,11,우선 예찰,매우 높음,80.0,810.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,444087,10,우선 예찰,매우 높음,65.0,830.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,441639,12,우선 예찰,매우 높음,45.0,855.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,445310,11,우선 예찰,매우 높음,80.0,910.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030400,성주면,441643,13,우선 예찰,매우 높음,80.0,935.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030320,주교면,424532,12,우선 예찰,매우 높음,60.0,970.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,447745,14,우선 예찰,매우 높음,65.0,1000.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,444088,13,우선 예찰,매우 높음,80.0,1050.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030330,오천면,413528,15,우선 예찰,매우 높음,80.0,1080.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,447755,14,우선 예찰,매우 높음,65.0,1115.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030330,오천면,413525,16,우선 예찰,매우 높음,80.0,1160.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030330,오천면,414747,15,우선 예찰,매우 높음,65.0,1180.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,441641,17,우선 예찰,매우 높음,65.0,1225.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030310,주포면,415972,16,우선 예찰,매우 높음,45.0,1225.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030400,성주면,446534,17,우선 예찰,매우 높음,65.0,1290.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030320,주교면,414752,18,우선 예찰,매우 높음,65.0,1290.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,440419,18,우선 예찰,매우 높음,80.0,1370.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030320,주교면,411088,19,우선 예찰,매우 높음,65.0,1355.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,446528,20,우선 예찰,매우 높음,60.0,1415.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,446522,19,우선 예찰,매우 높음,45.0,1415.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030330,오천면,413529,20,우선 예찰,매우 높음,65.0,1480.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030330,오천면,415970,21,우선 예찰,높음,65.0,1480.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,445297,21,우선 예찰,높음,65.0,1545.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,439198,22,우선 예찰,높음,65.0,1545.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,446523,22,우선 예찰,높음,60.0,1605.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,448970,23,우선 예찰,높음,65.0,1610.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,445299,23,우선 예찰,높음,65.0,1670.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030330,오천면,414749,24,우선 예찰,높음,65.0,1675.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,444085,24,우선 예찰,높음,65.0,1735.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030360,청라면,446524,25,우선 예찰,높음,65.0,1740.0,1800,배정 예정
FR16608,정서현,현장요원,34030,보령시,34030360,청라면,442862,25,우선 예찰,높음,65.0,1800.0,1800,배정 예정
FR83724,최서현,현장요원,34030,보령시,34030320,주교면,411090,26,우선 예찰,높음,45.0,1785.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020110,옥구읍,446631,1,최우선 예찰,매우 높음,60.0,60.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,471056,2,최우선 예찰,매우 높음,60.0,120.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,471051,3,최우선 예찰,매우 높음,80.0,200.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020110,옥구읍,444187,4,최우선 예찰,매우 높음,75.0,275.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020110,옥구읍,442966,5,최우선 예찰,매우 높음,80.0,355.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,462495,6,최우선 예찰,매우 높음,80.0,435.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,472275,7,최우선 예찰,매우 높음,80.0,515.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020380,나포면,474714,8,최우선 예찰,매우 높음,80.0,595.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,467389,9,최우선 예찰,매우 높음,75.0,670.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020360,개정면,469840,10,최우선 예찰,매우 높음,60.0,730.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020380,나포면,474715,11,최우선 예찰,매우 높음,80.0,810.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,467386,12,최우선 예찰,매우 높음,60.0,870.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,463718,13,최우선 예찰,매우 높음,80.0,950.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020110,옥구읍,442965,14,최우선 예찰,매우 높음,80.0,1030.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020340,서수면,479604,15,최우선 예찰,매우 높음,80.0,1110.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,466165,16,최우선 예찰,매우 높음,75.0,1185.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020400,옥서면,429521,17,최우선 예찰,매우 높음,60.0,1245.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020400,옥서면,428297,18,우선 예찰,매우 높음,80.0,1325.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020370,성산면,461274,19,우선 예찰,매우 높음,45.0,1370.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020380,나포면,473493,20,우선 예찰,매우 높음,45.0,1415.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020350,대야면,472286,21,우선 예찰,매우 높음,45.0,1460.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020680,개정동,461283,22,우선 예찰,매우 높음,45.0,1505.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020380,나포면,474717,23,우선 예찰,매우 높음,45.0,1550.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020350,대야면,473505,24,우선 예찰,매우 높음,65.0,1615.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020680,개정동,460060,25,우선 예찰,매우 높음,65.0,1680.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020360,개정면,468614,26,우선 예찰,매우 높음,60.0,1740.0,1800,배정 예정
FR85551,서민서,현장요원,35020,군산시,35020360,개정면,467391,27,우선 예찰,매우 높음,45.0,1785.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,499967,1,최우선 예찰,매우 높음,95.0,95.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,497527,2,최우선 예찰,매우 높음,95.0,190.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,498748,3,우선 예찰,매우 높음,65.0,255.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,496303,4,우선 예찰,매우 높음,65.0,320.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,495082,5,우선 예찰,매우 높음,80.0,400.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,497526,6,우선 예찰,매우 높음,65.0,465.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,496305,7,우선 예찰,매우 높음,80.0,545.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,498744,8,우선 예찰,매우 높음,65.0,610.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,497523,9,우선 예찰,매우 높음,65.0,675.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,493860,10,우선 예찰,매우 높음,60.0,735.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,497524,11,우선 예찰,매우 높음,65.0,800.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,498746,12,우선 예찰,매우 높음,80.0,880.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,498750,13,우선 예찰,매우 높음,65.0,945.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200350,광탄면,492648,14,우선 예찰,매우 높음,80.0,1025.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,498743,15,우선 예찰,매우 높음,80.0,1105.0,1800,배정 예정
FR94555,임서연,현장요원,31200,파주시,31200130,법원읍,497521,16,우선 예찰,높음,80.0,1185.0,1800,배정 예정
FR26429,윤윤서,현장요원,34020,공주시,34020400,신풍면,496613,1,우선 예찰,매우 높음,65.0,65.0,1800,배정 예정
FR26429,윤윤서,현장요원,34020,공주시,34020400,신풍면,497835,2,우선 예찰,매우 높음,65.0,130.0,1800,배정 예정
FR96386,권도현,현장요원,36510,담양군,36510340,창평면,522548,1,최우선 예찰,매우 높음,80.0,80.0,1800,배정 예정
FR96386,권도현,현장요원,36510,담양군,36510340,창평면,521326,2,최우선 예찰,매우 높음,80.0,160.0,1800,배정 예정
FR96386,권도현,현장요원,36510,담양군,36510340,창평면,518885,3,우선 예찰,매우 높음,80.0,240.0,1800,배정 예정
FR96386,권도현,현장요원,36510,담양군,36510340,창평면,517664,4,우선 예찰,높음,65.0,305.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550120,전곡읍,518267,1,우선 예찰,매우 높음,80.0,80.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,540256,2,우선 예찰,매우 높음,65.0,145.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550120,전곡읍,521934,3,우선 예찰,매우 높음,80.0,225.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550120,전곡읍,518270,4,우선 예찰,매우 높음,80.0,305.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,526825,5,우선 예찰,매우 높음,60.0,365.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,537810,6,우선 예찰,매우 높음,80.0,445.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,543926,7,우선 예찰,매우 높음,80.0,525.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,541478,8,우선 예찰,매우 높음,80.0,605.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,531710,9,우선 예찰,매우 높음,80.0,685.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,537811,10,우선 예찰,매우 높음,65.0,750.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550120,전곡읍,520714,11,우선 예찰,매우 높음,65.0,815.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,531709,12,우선 예찰,매우 높음,65.0,880.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,543925,13,우선 예찰,매우 높음,80.0,960.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,539033,14,우선 예찰,매우 높음,65.0,1025.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550120,전곡읍,520719,15,우선 예찰,매우 높음,80.0,1105.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,541480,16,우선 예찰,매우 높음,60.0,1165.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,540259,17,우선 예찰,매우 높음,110.0,1275.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550110,연천읍,535360,18,우선 예찰,매우 높음,65.0,1340.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,540257,19,우선 예찰,매우 높음,45.0,1385.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,537820,20,우선 예찰,매우 높음,80.0,1465.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,542702,21,우선 예찰,매우 높음,60.0,1525.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,535376,22,우선 예찰,높음,80.0,1605.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,536598,23,우선 예찰,높음,80.0,1685.0,1800,배정 예정
FR19556,윤지아,현장요원,31550,연천군,31550320,청산면,541481,24,우선 예찰,높음,110.0,1795.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130110,와부읍,564788,1,최우선 예찰,매우 높음,95.0,95.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130111,화도읍,591662,2,최우선 예찰,매우 높음,75.0,170.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,555000,3,최우선 예찰,매우 높음,80.0,250.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130110,와부읍,563573,4,최우선 예찰,매우 높음,60.0,310.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130350,조안면,575804,5,최우선 예찰,매우 높음,60.0,370.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130150,오남읍,558660,6,최우선 예찰,매우 높음,75.0,445.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,552557,7,최우선 예찰,매우 높음,75.0,520.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130340,수동면,575756,8,최우선 예찰,매우 높음,80.0,600.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,557446,9,최우선 예찰,매우 높음,95.0,695.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,552558,10,최우선 예찰,매우 높음,75.0,770.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,550112,11,최우선 예찰,매우 높음,60.0,830.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130111,화도읍,586771,12,최우선 예찰,매우 높음,80.0,910.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130350,조안면,573355,13,최우선 예찰,매우 높음,110.0,1020.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130111,화도읍,586776,14,최우선 예찰,매우 높음,80.0,1100.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,556224,15,최우선 예찰,매우 높음,95.0,1195.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130140,진건읍,551332,16,최우선 예찰,매우 높음,80.0,1275.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130530,금곡동,559897,17,최우선 예찰,매우 높음,80.0,1355.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130340,수동면,572089,18,최우선 예찰,매우 높음,95.0,1450.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130120,진접읍,563541,19,최우선 예찰,매우 높음,80.0,1530.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130340,수동면,584313,20,최우선 예찰,매우 높음,80.0,1610.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130110,와부읍,563566,21,우선 예찰,매우 높음,65.0,1675.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130110,와부읍,562348,22,우선 예찰,매우 높음,60.0,1735.0,1800,배정 예정
FR69612,황서현,현장요원,31130,남양주시,31130530,금곡동,559894,23,우선 예찰,매우 높음,45.0,1780.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,581918,1,최우선 예찰,매우 높음,95.0,95.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,581921,2,최우선 예찰,매우 높음,80.0,175.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,579478,3,최우선 예찰,매우 높음,80.0,255.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,595364,4,우선 예찰,매우 높음,80.0,335.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250350,퇴촌면,577038,5,우선 예찰,매우 높음,80.0,415.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,575816,6,우선 예찰,매우 높음,110.0,525.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,584358,7,우선 예찰,매우 높음,80.0,605.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,594143,8,우선 예찰,매우 높음,95.0,700.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,583144,9,우선 예찰,매우 높음,80.0,780.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,584366,10,우선 예찰,매우 높음,65.0,845.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250140,곤지암읍,602721,11,우선 예찰,매우 높음,65.0,910.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,592921,12,우선 예찰,매우 높음,65.0,975.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,583140,13,우선 예찰,매우 높음,95.0,1070.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,583139,14,우선 예찰,매우 높음,95.0,1165.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,584367,15,우선 예찰,매우 높음,80.0,1245.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250340,도척면,585638,16,우선 예찰,매우 높음,45.0,1290.0,1800,배정 예정
FR28696,박준우,현장요원,31250,광주시,31250360,남종면,569701,17,우선 예찰,매우 높음,95.0,1385.0,1800,배정 예정
