worker_id,user_id,worker_name,organization,department,position_name,phone_masked,home_sido_code,home_sido_name,home_sigungu_code,home_sigungu_name,base_location_name,base_lat,base_lon,experience_years,daily_max_minutes,employment_status,is_dispatchable,dataset_version,data_source,is_sample,import_batch_id,created_at,updated_at
W00014,30015,김수빈,영도구 산림관리부서,현장지원팀,현장대응원,010-****-4015,21,부산광역시,21040,영도구,영도구 현장지원 거점,35.0412,129.08581,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00015,30016,박도윤,영도구 산림관리부서,산림재해대응팀,현장대응원,010-****-4016,21,부산광역시,21040,영도구,영도구 현장지원 거점,35.064369,129.075155,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00016,30017,정하준,영도구 산림관리부서,현장지원팀,주무관,010-****-4017,21,부산광역시,21040,영도구,영도구 현장지원 거점,35.076166,129.077299,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00017,30018,조하윤,영도구 산림관리부서,산림재해대응팀,현장대응원,010-****-4018,21,부산광역시,21040,영도구,영도구 현장지원 거점,35.07073,129.074556,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00018,30019,장수아,영도구 산림관리부서,현장지원팀,현장대응원,010-****-4019,21,부산광역시,21040,영도구,영도구 현장지원 거점,35.03145,129.095722,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00019,30020,정지민,부산진구 산림관리부서,산림재해대응팀,주무관,010-****-4020,21,부산광역시,21050,부산진구,부산진구 현장지원 거점,35.153957,129.004081,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00020,30021,조태현,부산진구 산림관리부서,현장지원팀,현장대응원,010-****-4021,21,부산광역시,21050,부산진구,부산진구 현장지원 거점,35.176914,129.051468,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00021,30022,장유진,부산진구 산림관리부서,산림재해대응팀,현장대응원,010-****-4022,21,부산광역시,21050,부산진구,부산진구 현장지원 거점,35.140649,129.011843,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00022,30023,한민준,부산진구 산림관리부서,현장지원팀,주무관,010-****-4023,21,부산광역시,21050,부산진구,부산진구 현장지원 거점,35.167959,129.048626,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00023,30024,서시우,부산진구 산림관리부서,산림재해대응팀,현장대응원,010-****-4024,21,부산광역시,21050,부산진구,부산진구 현장지원 거점,35.147744,129.032785,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00024,30025,권서연,부산진구 산림관리부서,현장지원팀,현장대응원,010-****-4025,21,부산광역시,21050,부산진구,부산진구 현장지원 거점,35.137662,129.02113,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00025,30026,한하준,동래구 산림관리부서,산림재해대응팀,주무관,010-****-4026,21,부산광역시,21060,동래구,동래구 현장지원 거점,35.198565,129.080858,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00026,30027,서하윤,동래구 산림관리부서,현장지원팀,현장대응원,010-****-4027,21,부산광역시,21060,동래구,동래구 현장지원 거점,35.199635,129.06454,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00027,30028,권수아,동래구 산림관리부서,산림재해대응팀,현장대응원,010-****-4028,21,부산광역시,21060,동래구,동래구 현장지원 거점,35.211419,129.074514,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00028,30029,김준호,동래구 산림관리부서,현장지원팀,주무관,010-****-4029,21,부산광역시,21060,동래구,동래구 현장지원 거점,35.195685,129.067542,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00029,30030,박수빈,동래구 산림관리부서,산림재해대응팀,현장대응원,010-****-4030,21,부산광역시,21060,동래구,동래구 현장지원 거점,35.203469,129.0956,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00030,30031,정도윤,동래구 산림관리부서,현장지원팀,현장대응원,010-****-4031,21,부산광역시,21060,동래구,동래구 현장지원 거점,35.19048,129.079191,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00031,30032,김민준,남구 산림관리부서,산림재해대응팀,주무관,010-****-4032,21,부산광역시,21070,남구,남구 현장지원 거점,35.127754,129.11414,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00032,30033,박시우,남구 산림관리부서,현장지원팀,현장대응원,010-****-4033,21,부산광역시,21070,남구,남구 현장지원 거점,35.176662,129.101787,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00033,30034,정서연,남구 산림관리부서,산림재해대응팀,현장대응원,010-****-4034,21,부산광역시,21070,남구,남구 현장지원 거점,35.153996,129.113326,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00034,30035,조지민,남구 산림관리부서,현장지원팀,주무관,010-****-4035,21,부산광역시,21070,남구,남구 현장지원 거점,35.135021,129.121832,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00035,30036,장태현,남구 산림관리부서,산림재해대응팀,현장대응원,010-****-4036,21,부산광역시,21070,남구,남구 현장지원 거점,35.174057,129.074172,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00036,30037,한유진,남구 산림관리부서,현장지원팀,현장대응원,010-****-4037,21,부산광역시,21070,남구,남구 현장지원 거점,35.146283,129.087911,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00037,30038,조준호,북구 산림관리부서,산림재해대응팀,주무관,010-****-4038,21,부산광역시,21080,북구,북구 현장지원 거점,35.232144,129.01098,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00038,30039,장수빈,북구 산림관리부서,현장지원팀,현장대응원,010-****-4039,21,부산광역시,21080,북구,북구 현장지원 거점,35.255644,129.001815,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00039,30040,한도윤,북구 산림관리부서,산림재해대응팀,현장대응원,010-****-4040,21,부산광역시,21080,북구,북구 현장지원 거점,35.251087,129.03431,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00040,30041,서하준,북구 산림관리부서,현장지원팀,주무관,010-****-4041,21,부산광역시,21080,북구,북구 현장지원 거점,35.250066,129.050415,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00041,30042,권하윤,북구 산림관리부서,산림재해대응팀,현장대응원,010-****-4042,21,부산광역시,21080,북구,북구 현장지원 거점,35.218379,129.034982,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00042,30043,김수아,북구 산림관리부서,현장지원팀,현장대응원,010-****-4043,21,부산광역시,21080,북구,북구 현장지원 거점,35.226926,129.004503,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00043,30044,서지민,해운대구 산림관리부서,산림재해대응팀,주무관,010-****-4044,21,부산광역시,21090,해운대구,해운대구 현장지원 거점,35.209316,129.143206,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00044,30045,권태현,해운대구 산림관리부서,현장지원팀,현장대응원,010-****-4045,21,부산광역시,21090,해운대구,해운대구 현장지원 거점,35.200502,129.138499,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00045,30046,김유진,해운대구 산림관리부서,산림재해대응팀,현장대응원,010-****-4046,21,부산광역시,21090,해운대구,해운대구 현장지원 거점,35.203189,129.136254,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00046,30047,박민준,해운대구 산림관리부서,현장지원팀,주무관,010-****-4047,21,부산광역시,21090,해운대구,해운대구 현장지원 거점,35.20059,129.161815,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00047,30048,정시우,해운대구 산림관리부서,산림재해대응팀,현장대응원,010-****-4048,21,부산광역시,21090,해운대구,해운대구 현장지원 거점,35.219376,129.180436,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00048,30049,조서연,해운대구 산림관리부서,현장지원팀,현장대응원,010-****-4049,21,부산광역시,21090,해운대구,해운대구 현장지원 거점,35.21764,129.160517,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00049,30050,박하준,사하구 산림관리부서,산림재해대응팀,주무관,010-****-4050,21,부산광역시,21100,사하구,사하구 현장지원 거점,35.130412,128.952146,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00050,30051,정하윤,사하구 산림관리부서,현장지원팀,현장대응원,010-****-4051,21,부산광역시,21100,사하구,사하구 현장지원 거점,35.13219,128.952524,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00051,30052,조수아,사하구 산림관리부서,산림재해대응팀,현장대응원,010-****-4052,21,부산광역시,21100,사하구,사하구 현장지원 거점,35.124739,128.986992,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00052,30053,장준호,사하구 산림관리부서,현장지원팀,주무관,010-****-4053,21,부산광역시,21100,사하구,사하구 현장지원 거점,35.118451,128.966365,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00053,30054,한수빈,사하구 산림관리부서,산림재해대응팀,현장대응원,010-****-4054,21,부산광역시,21100,사하구,사하구 현장지원 거점,35.095416,128.988778,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00054,30055,서도윤,사하구 산림관리부서,현장지원팀,현장대응원,010-****-4055,21,부산광역시,21100,사하구,사하구 현장지원 거점,35.095652,128.98524,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00055,30056,장민준,금정구 산림관리부서,산림재해대응팀,주무관,010-****-4056,21,부산광역시,21110,금정구,금정구 현장지원 거점,35.248429,129.109672,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00056,30057,한시우,금정구 산림관리부서,현장지원팀,현장대응원,010-****-4057,21,부산광역시,21110,금정구,금정구 현장지원 거점,35.263822,129.111304,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00057,30058,서서연,금정구 산림관리부서,산림재해대응팀,현장대응원,010-****-4058,21,부산광역시,21110,금정구,금정구 현장지원 거점,35.246445,129.09443,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00058,30059,권지민,금정구 산림관리부서,현장지원팀,주무관,010-****-4059,21,부산광역시,21110,금정구,금정구 현장지원 거점,35.25347,129.079427,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00059,30060,김태현,금정구 산림관리부서,산림재해대응팀,현장대응원,010-****-4060,21,부산광역시,21110,금정구,금정구 현장지원 거점,35.286662,129.101894,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00060,30061,박유진,금정구 산림관리부서,현장지원팀,현장대응원,010-****-4061,21,부산광역시,21110,금정구,금정구 현장지원 거점,35.246421,129.081168,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00061,30062,권준호,강서구 산림관리부서,산림재해대응팀,주무관,010-****-4062,21,부산광역시,21120,강서구,강서구 현장지원 거점,35.120708,128.840644,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00062,30063,김수빈,강서구 산림관리부서,현장지원팀,현장대응원,010-****-4063,21,부산광역시,21120,강서구,강서구 현장지원 거점,35.119011,128.82326,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00063,30064,박도윤,강서구 산림관리부서,산림재해대응팀,현장대응원,010-****-4064,21,부산광역시,21120,강서구,강서구 현장지원 거점,35.095727,128.856324,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00064,30065,정하준,강서구 산림관리부서,현장지원팀,주무관,010-****-4065,21,부산광역시,21120,강서구,강서구 현장지원 거점,35.116246,128.860139,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00065,30066,조하윤,강서구 산림관리부서,산림재해대응팀,현장대응원,010-****-4066,21,부산광역시,21120,강서구,강서구 현장지원 거점,35.139832,128.856813,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00066,30067,장수아,강서구 산림관리부서,현장지원팀,현장대응원,010-****-4067,21,부산광역시,21120,강서구,강서구 현장지원 거점,35.11477,128.833985,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00067,30068,정지민,연제구 산림관리부서,산림재해대응팀,주무관,010-****-4068,21,부산광역시,21130,연제구,연제구 현장지원 거점,35.182436,129.11139,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00068,30069,조태현,연제구 산림관리부서,현장지원팀,현장대응원,010-****-4069,21,부산광역시,21130,연제구,연제구 현장지원 거점,35.16358,129.079902,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00069,30070,장유진,연제구 산림관리부서,산림재해대응팀,현장대응원,010-****-4070,21,부산광역시,21130,연제구,연제구 현장지원 거점,35.153356,129.107838,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00070,30071,한민준,연제구 산림관리부서,현장지원팀,주무관,010-****-4071,21,부산광역시,21130,연제구,연제구 현장지원 거점,35.173022,129.088875,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00071,30072,서시우,연제구 산림관리부서,산림재해대응팀,현장대응원,010-****-4072,21,부산광역시,21130,연제구,연제구 현장지원 거점,35.186734,129.079897,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00072,30073,권서연,연제구 산림관리부서,현장지원팀,현장대응원,010-****-4073,21,부산광역시,21130,연제구,연제구 현장지원 거점,35.17239,129.099426,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00073,30074,한하준,수영구 산림관리부서,산림재해대응팀,주무관,010-****-4074,21,부산광역시,21140,수영구,수영구 현장지원 거점,35.150639,129.106622,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00074,30075,서하윤,수영구 산림관리부서,현장지원팀,현장대응원,010-****-4075,21,부산광역시,21140,수영구,수영구 현장지원 거점,35.141882,129.120368,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00075,30076,권수아,수영구 산림관리부서,산림재해대응팀,현장대응원,010-****-4076,21,부산광역시,21140,수영구,수영구 현장지원 거점,35.18173,129.104116,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00076,30077,김준호,수영구 산림관리부서,현장지원팀,주무관,010-****-4077,21,부산광역시,21140,수영구,수영구 현장지원 거점,35.166604,129.118665,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00077,30078,박수빈,수영구 산림관리부서,산림재해대응팀,현장대응원,010-****-4078,21,부산광역시,21140,수영구,수영구 현장지원 거점,35.137961,129.117488,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00078,30079,정도윤,수영구 산림관리부서,현장지원팀,현장대응원,010-****-4079,21,부산광역시,21140,수영구,수영구 현장지원 거점,35.16777,129.102429,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00079,30080,김민준,사상구 산림관리부서,산림재해대응팀,주무관,010-****-4080,21,부산광역시,21150,사상구,사상구 현장지원 거점,35.157276,129.00095,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00080,30081,박시우,사상구 산림관리부서,현장지원팀,현장대응원,010-****-4081,21,부산광역시,21150,사상구,사상구 현장지원 거점,35.186944,128.979014,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00081,30082,정서연,사상구 산림관리부서,산림재해대응팀,현장대응원,010-****-4082,21,부산광역시,21150,사상구,사상구 현장지원 거점,35.174414,128.991846,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00082,30083,조지민,사상구 산림관리부서,현장지원팀,주무관,010-****-4083,21,부산광역시,21150,사상구,사상구 현장지원 거점,35.1705,128.997581,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00083,30084,장태현,사상구 산림관리부서,산림재해대응팀,현장대응원,010-****-4084,21,부산광역시,21150,사상구,사상구 현장지원 거점,35.16295,128.99903,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00084,30085,한유진,사상구 산림관리부서,현장지원팀,현장대응원,010-****-4085,21,부산광역시,21150,사상구,사상구 현장지원 거점,35.170359,128.986696,7,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00085,30086,조준호,기장군 산림관리부서,산림재해대응팀,주무관,010-****-4086,21,부산광역시,21510,기장군,기장군 현장지원 거점,35.260405,129.181986,2,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00086,30087,장수빈,기장군 산림관리부서,현장지원팀,현장대응원,010-****-4087,21,부산광역시,21510,기장군,기장군 현장지원 거점,35.285641,129.221573,3,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00087,30088,한도윤,기장군 산림관리부서,산림재해대응팀,현장대응원,010-****-4088,21,부산광역시,21510,기장군,기장군 현장지원 거점,35.277589,129.177601,4,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00088,30089,서하준,기장군 산림관리부서,현장지원팀,주무관,010-****-4089,21,부산광역시,21510,기장군,기장군 현장지원 거점,35.306569,129.209254,5,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
W00089,30090,권하윤,기장군 산림관리부서,산림재해대응팀,현장대응원,010-****-4090,21,부산광역시,21510,기장군,기장군 현장지원 거점,35.264722,129.221384,6,480,ACTIVE,1,3.0,SYNTHETIC,1,WF_V3_ALL_REGIONS_20260718,2026-07-18 08:00:00,2026-07-18 08:00:00
